fund_code,fund_name,strategy,company_name,company_code,instrument_id,instrument_type,deal_date,principal_invested,currency,coupon_rate,maturity_date,internal_price,position_status,entry_date,last_valuation,interest_accrued,settlement_status,fx_date,rate,q1_2025_return_pct,principal_usd,valuation_usd,interest_usd,unrealized_pnl_usd,unrealized_pnl_pct,fund_total,concentration_pct,concentration_flag
SSF-016,Sixth Street Asia Credit Fund XVI,Asia-Pacific,Ironclad Security,IRNCS,IRNCS-2029-EQ,Equity Warrant,2025-01-25,35000000.0,USD,,2029-01-25,,Active,2025-03-31,36717614.0,0.0,Settled,2025-03-31,1.0,2.44,35000000.0,36717614.0,0.0,1717614.0,4.907468571428572,141325488.0,25.98088605220312,False
SSF-016,Sixth Street Asia Credit Fund XVI,Asia-Pacific,Olympus Mining,OLYMN,OLYMN-2027-MZN,Mezzanine Debt,2025-01-15,50000000.0,USD,6.02,2027-01-15,98.9,Active,2025-03-31,44682863.0,752500.0,Settled,2025-03-31,1.0,2.44,50000000.0,44682863.0,752500.0,-5317137.0,-10.634274000000001,141325488.0,31.616988295840876,False
SSF-017,Sixth Street Distressed Opportunities Fund XVII,Distressed Debt,Zenith Healthcare,ZNTHL,ZNTHL-2030-BRL,Bridge Loan,2025-03-27,28000000.0,USD,9.18,2030-03-27,104.3,Active,2025-03-31,26783985.0,642600.0,Break,2025-03-31,1.0,2.78,28000000.0,26783985.0,642600.0,-1216015.0,-4.342910714285715,113109312.0,23.679734697705527,False
SSF-017,Sixth Street Distressed Opportunities Fund XVII,Distressed Debt,Falcon Logistics,FLCNL,FLCNL-2029-BRL,Bridge Loan,2025-02-15,40000000.0,USD,8.83,2029-02-15,101.9,Active,2025-03-31,41465816.0,883000.0,Break,2025-03-31,1.0,2.78,40000000.0,41465816.0,883000.0,1465816.0,3.66454,113109312.0,36.65994891738003,False
SSF-017,Sixth Street Distressed Opportunities Fund XVII,Distressed Debt,Neptune Offshore,NPTNO,NPTNO-2032-MZN,Mezzanine Debt,2025-03-08,22000000.0,USD,7.98,2032-03-08,98.3,Active,2025-03-31,21281532.0,438900.0,Pending,2025-03-31,1.0,2.78,22000000.0,21281532.0,438900.0,-718468.0,-3.265763636363636,113109312.0,18.815013214827086,False
SSF-017,Sixth Street Distressed Opportunities Fund XVII,Distressed Debt,Titan Construction,TTNCO,TTNCO-2031-TL,Term Loan,2025-03-03,25000000.0,USD,4.52,2031-03-03,95.4,Active,2025-03-31,23577979.0,282500.0,Pending,2025-03-31,1.0,2.78,25000000.0,23577979.0,282500.0,-1422021.0,-5.688084,113109312.0,20.845303170087355,False
SSF-018,Sixth Street CLO Partners Fund XVIII,CLO / Structured,Eclipse Fintech,ECLPF,ECLPF-2031-EQ,Equity Warrant,2025-02-11,18000000.0,USD,,2031-02-11,,Active,2025-03-31,17129672.0,0.0,Break,2025-03-31,1.0,1.92,18000000.0,17129672.0,0.0,-870328.0,-4.835155555555556,81282688.0,21.074194790408505,False
SSF-018,Sixth Street CLO Partners Fund XVIII,CLO / Structured,Aurora Clean Energy,AURCE,AURCE-2029-EQ,Equity Warrant,2025-02-16,32000000.0,USD,,2029-02-16,,Active,2025-03-31,32995695.0,0.0,Settled,2025-03-31,1.0,1.92,32000000.0,32995695.0,0.0,995695.0,3.111546875,81282688.0,40.59375472425321,True
SSF-018,Sixth Street CLO Partners Fund XVIII,CLO / Structured,Cobalt Materials,CBLTM,CBLTM-2030-EQ,Equity Warrant,2025-02-01,32000000.0,USD,,2030-02-01,,Active,2025-03-31,31157321.0,0.0,Settled,2025-03-31,1.0,1.92,32000000.0,31157321.0,0.0,-842679.0,-2.633371875,81282688.0,38.33205048533828,False
SSF-020,Sixth Street Multi-Strategy Fund XX,Multi-Asset,Lakeshore Metals,LKSHM,LKSHM-2030-UTR,Unitranche,2025-02-04,14000000.0,USD,8.06,2030-02-04,92.6,Active,2025-03-31,13905699.0,282100.0,Settled,2025-03-31,1.0,1.42,14000000.0,13905699.0,282100.0,-94301.0,-0.6735785714285714,46928913.0,29.631410810644603,False
SSF-020,Sixth Street Multi-Strategy Fund XX,Multi-Asset,Oceanic Freight,OCNFR,OCNFR-2030-CVT,Convertible Note,2025-01-19,32000000.0,USD,5.58,2030-01-19,101.4,Active,2025-03-31,33023214.0,446400.0,Break,2025-03-31,1.0,1.42,32000000.0,33023214.0,446400.0,1023214.0,3.1975437500000004,46928913.0,70.3685891893554,True
SSF-021,Sixth Street Senior Lending Fund XXI,Direct Lending,Solaris Renewables,SLRSR,SLRSR-2026-MZN,Mezzanine Debt,2025-01-26,25000000.0,USD,8.53,2026-01-26,99.6,Exited,2025-03-31,25855489.0,533125.0,Settled,2025-03-31,1.0,1.87,25000000.0,25855489.0,533125.0,855489.0,3.421956,124371558.0,20.78890818429725,False
SSF-021,Sixth Street Senior Lending Fund XXI,Direct Lending,Nordic Transport,NRDTR,NRDTR-2028-SSN,Senior Secured Note,2025-03-11,35000000.0,USD,7.3,2028-03-11,91.1,Active,2025-03-31,33603149.0,638750.0,Settled,2025-03-31,1.0,1.87,35000000.0,33603149.0,638750.0,-1396851.0,-3.991002857142857,124371558.0,27.018354952182875,False
SSF-021,Sixth Street Senior Lending Fund XXI,Direct Lending,Rhine Industries,RHINID,RHINID-2032-EQ,Equity Warrant,2025-03-27,,USD,,2032-03-27,,Active,2025-03-31,9994493.0,0.0,Settled,2025-03-31,1.0,1.87,,9994493.0,0.0,,,124371558.0,8.035995657463744,False
SSF-021,Sixth Street Senior Lending Fund XXI,Direct Lending,Alpine Hospitality,ALPNH,ALPNH-2031-BND,Corporate Bond,2025-03-25,50000000.0,USD,9.28,2031-03-25,94.3,Active,2025-03-31,44789684.0,1160000.0,Break,2025-03-31,1.0,1.87,50000000.0,44789684.0,1160000.0,-5210316.0,-10.420632000000001,124371558.0,36.012802862853896,False
SSF-021,Sixth Street Senior Lending Fund XXI,Direct Lending,TechNova AI,TCNVA,TCNVA-2032-EQ,Equity Warrant,2025-01-09,,USD,,2032-01-09,,Active,2025-03-31,10128743.0,0.0,Settled,2025-03-31,1.0,1.87,,10128743.0,0.0,,,124371558.0,8.14393834320223,False
